sensor_id,timestamp,temperature,fault_type,sequence_id
DHT22-1,2025-03-03T00:06:44,53.45,normal,20
DHT22-1,2025-03-03T00:06:46,54.4,drift,20
DHT22-1,2025-03-03T00:06:48,47.63,normal,20
DHT22-1,2025-03-03T00:06:50,52.08,normal,20
DHT22-1,2025-03-03T00:06:52,70.95,normal,20
DHT22-1,2025-03-03T00:06:54,59.18,normal,20
DHT22-1,2025-03-03T00:06:56,71.47,normal,20
DHT22-1,2025-03-03T00:06:58,51.48,normal,20
DHT22-1,2025-03-03T00:07:00,51.48,intermittent,21
DHT22-1,2025-03-03T00:07:02,76.67,normal,21
DHT22-1,2025-03-03T00:07:04,76.3,normal,21
DHT22-1,2025-03-03T00:07:06,64.66,normal,21
DHT22-1,2025-03-03T00:07:08,67.66,normal,21
DHT22-1,2025-03-03T00:07:10,60.52,normal,21
DHT22-1,2025-03-03T00:07:12,74.03,normal,21
DHT22-1,2025-03-03T00:07:14,84.03,calibration,21
DHT22-1,2025-03-03T00:07:16,70.82,normal,21
DHT22-1,2025-03-03T00:07:18,67.34,normal,21
DHT22-1,2025-03-03T00:07:20,48.04,normal,22
DHT22-1,2025-03-03T00:07:22,70.83,normal,22
DHT22-1,2025-03-03T00:07:24,70.95,normal,22
DHT22-1,2025-03-03T00:07:26,77.87,normal,22
DHT22-1,2025-03-03T00:07:28,79.12,drift,22
DHT22-1,2025-03-03T00:07:30,68.07,normal,22
DHT22-1,2025-03-03T00:07:32,72.73,normal,22
DHT22-1,2025-03-03T00:07:34,47.16,normal,22
DHT22-1,2025-03-03T00:07:36,49.61,normal,22
DHT22-1,2025-03-03T00:07:38,62.58,normal,22
DHT22-1,2025-03-03T00:07:40,73.3,normal,23
DHT22-1,2025-03-03T00:07:42,73.3,intermittent,23
DHT22-1,2025-03-03T00:07:44,71.39,normal,23
DHT22-1,2025-03-03T00:07:46,69.99,normal,23
DHT22-1,2025-03-03T00:07:48,72.73,normal,23
DHT22-1,2025-03-03T00:07:50,67.01,normal,23
DHT22-1,2025-03-03T00:07:52,72.63,normal,23
DHT22-1,2025-03-03T00:07:54,65.76,normal,23
DHT22-1,2025-03-03T00:07:56,65.76,stuck_at,23
DHT22-1,2025-03-03T00:07:58,71.55,normal,23
DHT22-1,2025-03-03T00:08:00,62.99,normal,24
DHT22-1,2025-03-03T00:08:02,54.96,normal,24
DHT22-1,2025-03-03T00:08:04,72.33,normal,24
DHT22-1,2025-03-03T00:08:06,68.58,normal,24
DHT22-1,2025-03-03T00:08:08,51.98,normal,24
DHT22-1,2025-03-03T00:08:10,53.44,noise,24
DHT22-1,2025-03-03T00:08:12,57.25,normal,24
DHT22-1,2025-03-03T00:08:14,60.23,normal,24
DHT22-1,2025-03-03T00:08:16,62.45,normal,24
DHT22-1,2025-03-03T00:08:18,61.7,normal,24
DHT22-1,2025-03-03T00:08:20,53.97,normal,25
DHT22-1,2025-03-03T00:08:22,48.1,normal,25
DHT22-1,2025-03-03T00:08:24,48.1,intermittent,25
DHT22-1,2025-03-03T00:08:26,62.15,normal,25
DHT22-1,2025-03-03T00:08:28,48.93,normal,25
DHT22-1,2025-03-03T00:08:30,59.22,normal,25
DHT22-1,2025-03-03T00:08:32,48.8,normal,25
DHT22-1,2025-03-03T00:08:34,49.19,normal,25
DHT22-1,2025-03-03T00:08:36,74.11,normal,25
DHT22-1,2025-03-03T00:08:38,74.11,intermittent,25
DHT22-1,2025-03-03T00:08:40,51.04,normal,26
DHT22-1,2025-03-03T00:08:42,69.89,normal,26
DHT22-1,2025-03-03T00:08:44,78.94,normal,26
DHT22-1,2025-03-03T00:08:46,52.8,normal,26
DHT22-1,2025-03-03T00:08:48,78.1,normal,26
DHT22-1,2025-03-03T00:08:50,60.13,normal,26
DHT22-1,2025-03-03T00:08:52,60.13,intermittent,26
DHT22-1,2025-03-03T00:08:54,75.0,normal,26
DHT22-1,2025-03-03T00:08:56,78.99,normal,26
DHT22-1,2025-03-03T00:08:58,63.79,normal,26
DHT22-1,2025-03-03T00:09:00,65.3,normal,27
DHT22-1,2025-03-03T00:09:02,45.7,normal,27
DHT22-1,2025-03-03T00:09:04,54.92,normal,27
DHT22-1,2025-03-03T00:09:06,54.63,noise,27
DHT22-1,2025-03-03T00:09:08,62.97,normal,27
DHT22-1,2025-03-03T00:09:10,77.3,normal,27
DHT22-1,2025-03-03T00:09:12,70.71,normal,27
DHT22-1,2025-03-03T00:09:14,69.51,normal,27
DHT22-1,2025-03-03T00:09:16,63.48,normal,27
DHT22-1,2025-03-03T00:09:18,55.92,normal,27
DHT22-1,2025-03-03T00:09:20,57.12,drift,28
DHT22-1,2025-03-03T00:09:22,54.08,normal,28
DHT22-1,2025-03-03T00:09:24,61.43,normal,28
DHT22-1,2025-03-03T00:09:26,70.23,normal,28
DHT22-1,2025-03-03T00:09:28,67.37,normal,28
DHT22-1,2025-03-03T00:09:30,57.34,normal,28
DHT22-1,2025-03-03T00:09:32,68.98,normal,28
DHT22-1,2025-03-03T00:09:34,70.74,drift,28
DHT22-1,2025-03-03T00:09:36,64.46,normal,28
DHT22-1,2025-03-03T00:09:38,74.29,normal,28
DHT22-1,2025-03-03T00:09:40,60.94,normal,29
DHT22-1,2025-03-03T00:09:42,55.45,normal,29
DHT22-1,2025-03-03T00:09:44,58.84,normal,29
DHT22-1,2025-03-03T00:09:46,70.2,normal,29
DHT22-1,2025-03-03T00:09:48,80.2,calibration,29
DHT22-1,2025-03-03T00:09:50,60.54,normal,29
DHT22-1,2025-03-03T00:09:52,77.43,normal,29
DHT22-1,2025-03-03T00:09:54,54.12,normal,29
DHT22-1,2025-03-03T00:09:56,53.2,normal,29
DHT22-1,2025-03-03T00:09:58,63.36,normal,29
DHT22-1,2025-03-03T00:10:00,61.49,normal,30
DHT22-1,2025-03-03T00:10:02,63.39,drift,30
DHT22-1,2025-03-03T00:10:04,77.61,normal,30
DHT22-1,2025-03-03T00:10:06,78.22,normal,30
DHT22-1,2025-03-03T00:10:08,47.99,normal,30
DHT22-1,2025-03-03T00:10:10,58.12,normal,30
DHT22-1,2025-03-03T00:10:12,79.45,normal,30
DHT22-1,2025-03-03T00:10:14,79.03,normal,30
DHT22-1,2025-03-03T00:10:16,186.1,out_of_range,30
DHT22-1,2025-03-03T00:10:18,67.12,normal,30
DHT22-1,2025-03-03T00:10:20,76.43,normal,31
DHT22-1,2025-03-03T00:10:22,79.52,normal,31
DHT22-1,2025-03-03T00:10:24,47.34,normal,31
DHT22-1,2025-03-03T00:10:26,61.78,normal,31
DHT22-1,2025-03-03T00:10:28,51.46,normal,31
DHT22-1,2025-03-03T00:10:30,51.07,noise,31
DHT22-1,2025-03-03T00:10:32,45.2,normal,31
DHT22-1,2025-03-03T00:10:34,62.28,normal,31
DHT22-1,2025-03-03T00:10:36,57.86,normal,31
DHT22-1,2025-03-03T00:10:38,59.36,normal,31
DHT22-1,2025-03-03T00:10:40,66.61,normal,32
DHT22-1,2025-03-03T00:10:42,66.0,normal,32
DHT22-1,2025-03-03T00:10:44,65.75,noise,32
DHT22-1,2025-03-03T00:10:46,77.81,normal,32
DHT22-1,2025-03-03T00:10:48,48.53,normal,32
DHT22-1,2025-03-03T00:10:50,56.21,normal,32
DHT22-1,2025-03-03T00:10:52,79.67,normal,32
DHT22-1,2025-03-03T00:10:54,76.01,normal,32
DHT22-1,2025-03-03T00:10:56,69.75,normal,32
DHT22-1,2025-03-03T00:10:58,70.25,noise,32
DHT22-1,2025-03-03T00:11:00,66.3,normal,33
DHT22-1,2025-03-03T00:11:02,62.38,normal,33
DHT22-1,2025-03-03T00:11:04,64.53,normal,33
DHT22-1,2025-03-03T00:11:06,56.78,normal,33
DHT22-1,2025-03-03T00:11:08,79.69,normal,33
DHT22-1,2025-03-03T00:11:10,76.88,normal,33
DHT22-1,2025-03-03T00:11:12,77.81,drift,33
DHT22-1,2025-03-03T00:11:14,48.5,normal,33
DHT22-1,2025-03-03T00:11:16,50.09,normal,33
DHT22-1,2025-03-03T00:11:18,62.19,normal,33
DHT22-1,2025-03-03T00:11:20,48.26,normal,34
DHT22-1,2025-03-03T00:11:22,45.28,normal,34
DHT22-1,2025-03-03T00:11:24,52.94,normal,34
DHT22-1,2025-03-03T00:11:26,52.88,noise,34
DHT22-1,2025-03-03T00:11:28,45.17,normal,34
DHT22-1,2025-03-03T00:11:30,68.69,normal,34
DHT22-1,2025-03-03T00:11:32,75.01,normal,34
DHT22-1,2025-03-03T00:11:34,58.92,normal,34
DHT22-1,2025-03-03T00:11:36,56.39,normal,34
DHT22-1,2025-03-03T00:11:38,57.22,normal,34
DHT22-1,2025-03-03T00:11:40,184.97,out_of_range,35
DHT22-1,2025-03-03T00:11:42,50.84,normal,35
DHT22-1,2025-03-03T00:11:44,68.16,normal,35
DHT22-1,2025-03-03T00:11:46,49.06,normal,35
DHT22-1,2025-03-03T00:11:48,67.78,normal,35
DHT22-1,2025-03-03T00:11:50,53.54,normal,35
DHT22-1,2025-03-03T00:11:52,77.79,normal,35
DHT22-1,2025-03-03T00:11:54,77.79,stuck_at,35
DHT22-1,2025-03-03T00:11:56,53.78,normal,35
DHT22-1,2025-03-03T00:11:58,59.63,normal,35
DHT22-1,2025-03-03T00:12:00,68.29,normal,36
DHT22-1,2025-03-03T00:12:02,60.11,normal,36
DHT22-1,2025-03-03T00:12:04,78.08,normal,36
DHT22-1,2025-03-03T00:12:06,79.91,normal,36
DHT22-1,2025-03-03T00:12:08,79.91,stuck_at,36
DHT22-1,2025-03-03T00:12:10,51.47,normal,36
DHT22-1,2025-03-03T00:12:12,48.32,normal,36
DHT22-1,2025-03-03T00:12:14,63.48,normal,36
DHT22-1,2025-03-03T00:12:16,72.12,normal,36
DHT22-1,2025-03-03T00:12:18,78.34,normal,36
DHT22-1,2025-03-03T00:12:20,66.09,normal,37
DHT22-1,2025-03-03T00:12:22,66.09,stuck_at,37
DHT22-1,2025-03-03T00:12:24,70.8,normal,37
DHT22-1,2025-03-03T00:12:26,73.51,normal,37
DHT22-1,2025-03-03T00:12:28,64.33,normal,37
DHT22-1,2025-03-03T00:12:30,62.23,normal,37
DHT22-1,2025-03-03T00:12:32,45.45,normal,37
DHT22-1,2025-03-03T00:12:34,52.33,normal,37
DHT22-1,2025-03-03T00:12:36,157.79,out_of_range,37
DHT22-1,2025-03-03T00:12:38,51.23,normal,37
DHT22-1,2025-03-03T00:12:40,59.98,normal,38
DHT22-1,2025-03-03T00:12:42,77.67,normal,38
DHT22-1,2025-03-03T00:12:44,56.75,normal,38
DHT22-1,2025-03-03T00:12:46,46.45,normal,38
DHT22-1,2025-03-03T00:12:48,55.32,normal,38
DHT22-1,2025-03-03T00:12:50,55.32,stuck_at,38
DHT22-1,2025-03-03T00:12:52,69.67,normal,38
DHT22-1,2025-03-03T00:12:54,57.98,normal,38
DHT22-1,2025-03-03T00:12:56,49.57,normal,38
DHT22-1,2025-03-03T00:12:58,63.43,normal,38
DHT22-1,2025-03-03T00:13:00,54.52,normal,39
DHT22-1,2025-03-03T00:13:02,64.56,normal,39
DHT22-1,2025-03-03T00:13:04,65.28,drift,39
DHT22-1,2025-03-03T00:13:06,64.87,normal,39
DHT22-1,2025-03-03T00:13:08,49.25,normal,39
DHT22-1,2025-03-03T00:13:10,55.25,normal,39
DHT22-1,2025-03-03T00:13:12,71.09,normal,39
DHT22-1,2025-03-03T00:13:14,79.38,normal,39
DHT22-1,2025-03-03T00:13:16,56.62,normal,39
DHT22-1,2025-03-03T00:13:18,56.04,noise,39
DHT22-1,2025-03-03T00:13:20,54.89,normal,40
DHT22-1,2025-03-03T00:13:22,79.94,normal,40
DHT22-1,2025-03-03T00:13:24,69.25,normal,40
DHT22-1,2025-03-03T00:13:26,57.76,normal,40
DHT22-1,2025-03-03T00:13:28,45.75,normal,40
DHT22-1,2025-03-03T00:13:30,52.91,normal,40
DHT22-1,2025-03-03T00:13:32,52.91,stuck_at,40
DHT22-1,2025-03-03T00:13:34,45.83,normal,40
DHT22-1,2025-03-03T00:13:36,53.42,normal,40
DHT22-1,2025-03-03T00:13:38,60.18,normal,40
DHT22-1,2025-03-03T00:13:40,56.7,normal,41
DHT22-1,2025-03-03T00:13:42,61.94,normal,41
DHT22-1,2025-03-03T00:13:44,78.62,normal,41
DHT22-1,2025-03-03T00:13:46,165.24,out_of_range,41
DHT22-1,2025-03-03T00:13:48,62.71,normal,41
DHT22-1,2025-03-03T00:13:50,75.86,normal,41
DHT22-1,2025-03-03T00:13:52,51.13,normal,41
DHT22-1,2025-03-03T00:13:54,76.37,normal,41
DHT22-1,2025-03-03T00:13:56,73.78,normal,41
DHT22-1,2025-03-03T00:13:58,54.41,normal,41
DHT22-1,2025-03-03T00:14:00,64.41,calibration,42
DHT22-1,2025-03-03T00:14:02,62.62,normal,42
DHT22-1,2025-03-03T00:14:04,73.73,normal,42
DHT22-1,2025-03-03T00:14:06,67.2,normal,42
DHT22-1,2025-03-03T00:14:08,60.61,normal,42
DHT22-1,2025-03-03T00:14:10,72.16,normal,42
DHT22-1,2025-03-03T00:14:12,62.01,normal,42
DHT22-1,2025-03-03T00:14:14,62.01,stuck_at,42
DHT22-1,2025-03-03T00:14:16,70.44,normal,42
DHT22-1,2025-03-03T00:14:18,49.15,normal,42
DHT22-1,2025-03-03T00:14:20,49.16,normal,43
DHT22-1,2025-03-03T00:14:22,45.35,normal,43
DHT22-1,2025-03-03T00:14:24,55.83,normal,43
DHT22-1,2025-03-03T00:14:26,75.91,normal,43
DHT22-1,2025-03-03T00:14:28,150.13,out_of_range,43
DHT22-1,2025-03-03T00:14:30,49.25,normal,43
DHT22-1,2025-03-03T00:14:32,74.4,normal,43
DHT22-1,2025-03-03T00:14:34,54.59,normal,43
DHT22-1,2025-03-03T00:14:36,48.12,normal,43
DHT22-1,2025-03-03T00:14:38,58.71,normal,43
DHT22-1,2025-03-03T00:14:40,47.71,normal,44
DHT22-1,2025-03-03T00:14:42,47.82,noise,44
DHT22-1,2025-03-03T00:14:44,70.54,normal,44
DHT22-1,2025-03-03T00:14:46,70.03,normal,44
DHT22-1,2025-03-03T00:14:48,70.99,normal,44
DHT22-1,2025-03-03T00:14:50,74.84,normal,44
DHT22-1,2025-03-03T00:14:52,47.21,normal,44
DHT22-1,2025-03-03T00:14:54,51.24,normal,44
DHT22-1,2025-03-03T00:14:56,53.07,drift,44
DHT22-1,2025-03-03T00:14:58,66.96,normal,44
DHT22-1,2025-03-03T00:15:00,73.39,normal,45
DHT22-1,2025-03-03T00:15:02,67.69,normal,45
DHT22-1,2025-03-03T00:15:04,52.84,normal,45
DHT22-1,2025-03-03T00:15:06,50.5,normal,45
DHT22-1,2025-03-03T00:15:08,70.58,normal,45
DHT22-1,2025-03-03T00:15:10,70.58,stuck_at,45
DHT22-1,2025-03-03T00:15:12,79.32,normal,45
DHT22-1,2025-03-03T00:15:14,57.7,normal,45
DHT22-1,2025-03-03T00:15:16,67.97,normal,45
DHT22-1,2025-03-03T00:15:18,56.08,normal,45
DHT22-1,2025-03-03T00:15:20,51.21,normal,46
DHT22-1,2025-03-03T00:15:22,47.91,normal,46
DHT22-1,2025-03-03T00:15:24,190.9,out_of_range,46
DHT22-1,2025-03-03T00:15:26,51.5,normal,46
DHT22-1,2025-03-03T00:15:28,57.01,normal,46
DHT22-1,2025-03-03T00:15:30,60.44,normal,46
DHT22-1,2025-03-03T00:15:32,70.13,normal,46
DHT22-1,2025-03-03T00:15:34,47.17,normal,46
DHT22-1,2025-03-03T00:15:36,57.14,normal,46
DHT22-1,2025-03-03T00:15:38,67.14,calibration,46
DHT22-1,2025-03-03T00:15:40,56.99,normal,47
DHT22-1,2025-03-03T00:15:42,57.92,normal,47
DHT22-1,2025-03-03T00:15:44,72.27,normal,47
DHT22-1,2025-03-03T00:15:46,79.63,normal,47
DHT22-1,2025-03-03T00:15:48,71.35,normal,47
DHT22-1,2025-03-03T00:15:50,61.17,normal,47
DHT22-1,2025-03-03T00:15:52,61.17,intermittent,47
